EDIZIONE,ID,REGIONE,TIPO.ORG,IMP.SOC,ONLUS,TEM.ATT,COL.T.PI,COL.T.PA,VOL.ECO,ARCHIVIS,AGRICOLT,ANTROPOL,APP.SOFT,ARCHEOLO,ARCHITET,ARTIPLAS,BENI.CUL,BIBLIOTE,CIBO,CINEMA,COMMERCI,COMMUNIT,CONCORSO,COWORKIN,CROWDFUN,DANZA,DESIGN,DIDATTIC,EDITORIA,ENOGASTR,EVENTI,FABBING,FESTIVAL,FILOSOFI,FORMAZIO,FOTOGRAF,FUNDRAIS,INFANZIA,INTEG.SO,LETTERAT,LINGUE.S,MODA,MUSICA,MUSEI,OPENDATA,PEDAGOGI,PERF.ART,PITTURA,PSICOLOG,RADIO,RESTAURO,RIV.CART,RIV.ONLI,SOCIALNE,SOCIOLOG,SPAZI.SP,SPAZI.ES,SPORT,TEATRO,VIDEO,WEB,TURISMO,ALTRO
cheFare 3 (2015),175,Toscana,Associazione culturale,No,No,Da più di 1 anno a 3 anni,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),176,Lombardia,Associazione culturale,No,No,Da più di 1 anno a 3 anni,1,Nessun collaboratore/dipendente a tempo parziale,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),177,Lazio,S.r.l.,No,No,Da più di 10 anni a 20 anni,Nessun collaboratore/dipendente a tempo pieno,1,Da 50.001 a 100.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente
cheFare 3 (2015),178,Abruzzo e Molise,Associazione culturale,No,No,Più di 20 anni,6,10,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente
cheFare 3 (2015),179,Marche,Associazione di Promozione Sociale/Consorzio di cooperative sociali,No,No,Meno di 6 mesi,Nessun collaboratore/dipendente a tempo pieno,1,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente
cheFare 3 (2015),180,Non rilevabile,Società cooperativa,No,Sì,Da più di 10 anni a 20 anni,11 collaboratori o più,11 collaboratori o più,Oltre 1.000.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente
cheFare 3 (2015),181,Piemonte e Valle d'Aosta,Associazione culturale,No,No,Da 6 mesi a 1 anno,Nessun collaboratore/dipendente a tempo pieno,3,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente
cheFare 3 (2015),182,Lombardia,Associazione,No,Sì,Da più di 1 anno a 3 anni,Nessun collaboratore/dipendente a tempo pieno,11 collaboratori o più,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),183,Sicilia,società cooperativa a r.l.,Sì,Sì,Da più di 10 anni a 20 anni,Nessun collaboratore/dipendente a tempo pieno,10,Da 50.001 a 100.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente
cheFare 3 (2015),184,Veneto,Associazione culturale,No,No,Da più di 10 anni a 20 anni,Nessun collaboratore/dipendente a tempo pieno,5,Da 20.001 a 50.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),185,Lazio,società cooperativa a r.l.,No,Sì,Da più di 10 anni a 20 anni,3,11 collaboratori o più,Da 100.001 a 500.000€,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente
cheFare 3 (2015),186,Puglia,Associazione di Promozione Sociale/Consorzio di cooperative sociali,No,No,Da più di 3 anni a 5 anni,Nessun collaboratore/dipendente a tempo pieno,1,Da 20.001 a 50.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente
cheFare 3 (2015),187,Lombardia,Altro tipo di organizzazione,No,No,Si costituisce ex novo per il bando,2,Nessun collaboratore/dipendente a tempo parziale,Da 0 a 20.000€,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente
cheFare 3 (2015),188,Trentino Alto Adige,Associazione culturale,No,No,Più di 20 anni,9,2,Da 20.001 a 50.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente
cheFare 3 (2015),189,Lombardia,Associazione di Promozione Sociale/Consorzio di cooperative sociali,No,No,Si costituisce ex novo per il bando,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente
cheFare 3 (2015),190,Trentino Alto Adige,Associazione culturale,No,No,Più di 20 anni,2,3,Da 500.001 a 1.000.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente
cheFare 3 (2015),191,Lombardia,S.a.s.,No,No,Da più di 5 anni a 10 anni,1,1,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente
cheFare 3 (2015),192,Puglia,Associazione culturale,No,No,Da più di 10 anni a 20 anni,1,3,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),193,Sicilia,Associazione,No,No,Da più di 1 anno a 3 anni,Nessun collaboratore/dipendente a tempo pieno,11 collaboratori o più,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente
cheFare 3 (2015),194,Emilia Romagna,S.r.l.,No,No,Da più di 1 anno a 3 anni,2,2,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente
cheFare 3 (2015),195,Sardegna,Altro tipo di organizzazione,No,No,Più di 20 anni,11 collaboratori o più,11 collaboratori o più,Oltre 1.000.000€,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),196,Puglia,Associazione,No,No,Da più di 5 anni a 10 anni,Nessun collaboratore/dipendente a tempo pieno,10,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente
cheFare 3 (2015),197,Non rilevabile,S.r.l.,No,No,Da più di 10 anni a 20 anni,2,Nessun collaboratore/dipendente a tempo parziale,Da 20.001 a 50.000€,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),198,Lombardia,S.r.l.,No,No,Si costituisce ex novo per il bando,4,Nessun collaboratore/dipendente a tempo parziale,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),199,Campania,Associazione culturale,No,No,Si costituisce ex novo per il bando,1,6,Non ha un bilancio perché attivo da meno di un anno,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),200,Lombardia,Associazione culturale,No,No,Meno di 6 mesi,Nessun collaboratore/dipendente a tempo pieno,11 collaboratori o più,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente
cheFare 3 (2015),201,Campania,Associazione culturale,No,No,Da più di 5 anni a 10 anni,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Da 20.001 a 50.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente
cheFare 3 (2015),202,Lombardia,Associazione,No,No,Da 6 mesi a 1 anno,2,1,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente
cheFare 3 (2015),203,Non rilevabile,Associazione,No,No,Da più di 5 anni a 10 anni,1,3,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente
cheFare 3 (2015),204,Emilia Romagna,Associazione culturale,No,No,Da più di 1 anno a 3 anni,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Da 20.001 a 50.000€,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),205,Toscana,Associazione sportiva,No,No,Da più di 1 anno a 3 anni,3,4,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),206,Lazio,Associazione,No,No,Meno di 6 mesi,Nessun collaboratore/dipendente a tempo pieno,2,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),207,Toscana,Associazione culturale,No,No,Da 6 mesi a 1 anno,5,11 collaboratori o più,Da 20.001 a 50.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),208,Sicilia,Associazione culturale,No,No,Si costituisce ex novo per il bando,Nessun collaboratore/dipendente a tempo pieno,4,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente
cheFare 3 (2015),209,Marche,S.r.l.,No,No,Più di 20 anni,11 collaboratori o più,3,Oltre 1.000.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),210,Campania,Associazione culturale,No,No,Da più di 5 anni a 10 anni,9,11 collaboratori o più,Da 50.001 a 100.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),211,Puglia,Organizzazione di volontariato/O.N.G.,No,Sì,Da più di 10 anni a 20 anni,Nessun collaboratore/dipendente a tempo pieno,3,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),212,Sardegna,Associazione,No,No,Meno di 6 mesi,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente
cheFare 3 (2015),213,Lombardia,Altro tipo di organizzazione,No,No,Da 6 mesi a 1 anno,Nessun collaboratore/dipendente a tempo pieno,2,Non ha un bilancio perché attivo da meno di un anno,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Presente,Assente
cheFare 3 (2015),214,Campania,Associazione,No,No,Meno di 6 mesi,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),215,Lombardia,S.s.r.l.,No,No,Da più di 1 anno a 3 anni,2,3,Da 50.001 a 100.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),216,Basilicata,Associazione culturale,No,No,Da più di 1 anno a 3 anni,5,6,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),217,Sicilia,Associazione,No,No,Da più di 3 anni a 5 anni,7,11 collaboratori o più,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente
cheFare 3 (2015),218,Emilia Romagna,Associazione,No,No,Meno di 6 mesi,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
cheFare 3 (2015),219,Puglia,Associazione culturale,No,No,Meno di 6 mesi,5,1,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente
