ID,BANDO,PROV,DATA.CRE,FORMA.GIU,ART.B.CU,FILANTRO,INN.CULT,POL.SOC,RIC.ISTR,APP.SOFT,ARCH.BIB,ARCHITET,ARTI.VIS,ARTIGIAN,AUDIOVIS,COMMUNIT,CONCORSO,DESIGN,DID.FORM,EDITORIA,ENOGASTR,EVENTI,FESTIVAL,INT.SOC,PATRIMON,SOC.NET,SPAZI,SPETTAC,SPORT,TURISMO,WEB,ALTRO,AREA.TER,RIL.TER,TARGET,T.GIOVAN,T.ADULTI,T.ANZIAN,T.SETT,T.DONNE,T.MIGRAN,T.DV.AB,T.ALTRO,FIN.PREC,FIN.PR.E,E.RICAVI,E.C.AMM,E.C.PRIV,E.COFIN,E.SPAOLO,E.ALTRO,U.HR,U.SERVIZ,U.BENI,U.ALTRO,E.U.TOT
122,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,16,0,4,80,0,42.7,30.2,17.8,9.3,€ 50.000-59.999
123,Ora! 2016,Torino,2000-2004,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,22.2,77.8,0,71.1,17.8,0,11.1,€ 40.000-49.999
124,Ora! 2016,Cuneo,2010-2014,Ente locale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Presente,Assente,Presente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,22.4,77.6,0,63.5,12.6,14,10,€ 50.000-59.999
125,Ora! 2016,Altra provincia italiana,2005-2009,"Istruzione, università e ricerca",Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,48.1,28.4,11.9,11.6,€ 50.000-59.999
126,Ora! 2016,Genova,2010-2014,Ente locale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,5.4,0,75.7,18.9,13.5,75.7,10.8,0,€ 50.000-59.999
127,Ora! 2016,Genova,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,7.9,0,9.9,3.4,78.9,0,64.3,31.8,2,2,€ 20.000-29.999
128,Ora! 2016,Torino,2005-2009,Fondazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,20,80,0,57.9,14.8,18.5,8.9,€ 50.000-59.999
129,Ora! 2016,Torino,2015 e oltre,Ente locale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Nazionale,Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,10.9,0,10.9,0,56.3,21.8,0,55.7,0,44.3,Fino a € 20.000
130,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,18.1,26.7,7.1,44,4,63.6,17.8,5.9,12.7,€ 20.000-29.999
131,Ora! 2016,Altra provincia piemontese,2010-2014,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Presente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,Sì,Fino a € 20.000,0,0,0,20,80,0,78.7,4.7,16.7,0,€ 30.000-39.999
132,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,9.5,3.8,4.8,0,80,1.9,59.5,21.4,1,18.1,€ 20.000-29.999
133,Ora! 2016,Torino,2005-2009,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,Sì,€ 30.000-39.999,0,0,50.5,0,49.5,0,58.7,27.3,1.6,12.4,€ 70.000 e oltre
134,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,9.1,11.4,28.6,6.4,44.5,0,78.5,16.4,5.1,0,€ 70.000 e oltre
135,Ora! 2016,Alessandria,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,0,16.4,80,3.6,26.9,52.4,20.6,0,€ 40.000-49.999
136,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,54.2,26.7,14.9,4.2,€ 50.000-59.999
137,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,10.5,3.5,7,78.9,0,10.5,81.6,0,7.9,€ 50.000-59.999
138,Ora! 2016,Altra provincia italiana,2015 e oltre,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Nazionale,Non applicabile,Generico, , , , , , , , ,No, ,13.5,10.5,0,8.3,67.7,0,50,22.9,12.1,15.1,€ 30.000-39.999
139,Ora! 2016,Altra provincia italiana,2015 e oltre,Fondazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,7.7,0,0,15.4,76.9,0,50,39.4,9.6,1,€ 50.000-59.999
140,Ora! 2016,Altra provincia italiana,2015 e oltre,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,23.1,76.9,0,43.6,38.5,9.4,8.5,€ 50.000-59.999
141,Ora! 2016,Altra provincia italiana,2015 e oltre,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,13.5,0,0,6.6,79.9,0,55.8,27.6,15.6,1.1,€ 50.000-59.999
142,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,25.2,23.2,0,51.6,0,28.7,40.6,0,30.8,€ 70.000 e oltre
143,Ora! 2016,Novara,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Presente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,5.3,1.8,12.9,80,0,32,27.1,23.1,17.8,€ 50.000-59.999
144,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,4,4,12,80,0,82,18,0,0,€ 50.000-59.999
145,Ora! 2016,Torino,2010-2014,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,Sì,€ 60.000-69.999,0,0,0,0,79.5,20.5,84.1,12.8,1.8,1.3,€ 50.000-59.999
146,Ora! 2016,Genova,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Non applicabile,Specifico,Presente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,16.9,0,3.1,0,80,0,67.4,11.1,6.2,15.4,Fino a € 20.000
147,Ora! 2016,Torino,2010-2014,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,6.7,13.3,80,0,45,55,0,0,€ 30.000-39.999
148,Ora! 2016,Genova,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,0,20,80,0,25,63,12,0,Fino a € 20.000
149,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,0,20,80,0,46.2,40,7.5,6.2,€ 40.000-49.999
150,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,2.6,15.8,2.6,78.9,0,59.2,26.3,10.5,3.9,€ 30.000-39.999
151,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Non disponibile,Non applicabile,Generico, , , , , , , , ,No, ,18.7,0,6.5,0,74.8,0,23.4,33.4,18.7,24.5,€ 40.000-49.999
152,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Non applicabile,Entrambi,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,8,12,0,80,0,70.6,26.2,0,3.2,€ 20.000-29.999
153,Ora! 2016,Torino,2005-2009,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,14.5,5.8,65.2,14.5,51.9,25.2,20.3,2.6,€ 30.000-39.999
154,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,29.9,0,70.1,0,26.5,73.5,0,0,€ 60.000-69.999
155,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,0,100,0,20.5,61.4,18.2,0,€ 40.000-49.999
156,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,11.6,1.6,86.8,0,58.8,25.7,0,15.4,€ 50.000-59.999
157,Ora! 2016,Genova,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Non applicabile,Entrambi,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,No, ,0,0,20,0,80,0,13.3,34,31.3,21.3,Fino a € 20.000
158,Ora! 2016,Genova,2010-2014,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Regionale o interregionale,Non applicabile,Entrambi,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,10.1,8.7,16.2,65,0,0,94.2,5.8,0,€ 60.000-69.999
159,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,51.8,42.5,0,5.6,€ 30.000-39.999
160,Ora! 2016,Genova,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,.9,20,.5,78.6,0,42.9,18.8,27.7,10.7,€ 50.000-59.999
161,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,19,14.3,19,0,47.6,0,47.6,28.6,19,4.8,Fino a € 20.000
162,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Non disponibile,Non applicabile,Generico, , , , , , , , ,No, ,0,2.1,17.9,0,80,0,65.3,33.1,0,1.6,€ 30.000-39.999
163,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,8.9,0,25.3,0,65.9,0,0,76.5,23.5,0,€ 60.000-69.999
164,Ora! 2016,Cuneo,2010-2014,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Regionale o interregionale,Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,0,80,20,39,54.4,6.6,0,€ 50.000-59.999
165,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,1.8,81.8,0,16.4,€ 50.000-59.999
166,Ora! 2016,Altra provincia italiana,2015 e oltre,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,21,0,0,0,79,0,57.1,7.5,12.1,23.3,€ 50.000-59.999
167,Ora! 2016,Altra provincia piemontese,2005-2009,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Nazionale,Non applicabile,Generico, , , , , , , , ,No, ,20,0,0,0,80,0,40,56,4,0,Fino a € 20.000
168,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,16.2,0,1.7,0,76.9,5.1,52.7,20.5,9.8,17.1,€ 50.000-59.999
169,Ora! 2016,Altra provincia italiana,2005-2009,Fondazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,32.3,0,7.2,0,60.5,0,58,22.9,19.1,0,€ 60.000-69.999
170,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,21.2,0,0,0,78.8,0,22.8,3.7,73.6,0,€ 50.000-59.999
171,Ora! 2016,Altra provincia ligure,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,40.4,30.1,19.5,10,€ 30.000-39.999
172,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,12.4,3.4,13.5,0,70.8,0,72.7,2.5,21.9,2.9,€ 50.000-59.999
173,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,0,100,0,17.8,73.3,8.9,0,€ 40.000-49.999
174,Ora! 2016,Altra provincia italiana,2015 e oltre,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,69.9,9.1,5.2,15.9,€ 50.000-59.999
175,Ora! 2016,Cuneo,2005-2009,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,20,0,0,80,0,72.1,27.9,0,0,€ 50.000-59.999
176,Ora! 2016,Torino,2005-2009,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,58.8,41.2,0,0,€ 30.000-39.999
177,Ora! 2016,Torino,2000-2004,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,7.2,20,0,72.8,0,14,76,0,10,€ 20.000-29.999
